 def_scale       vsampled_p      vsampled_n      in_diff_v       out_bits[0]     out_bits[1]     out_bits[2]     out_bits[3]     out_bits[4]     out_bits[5]     out_bits[6]     out_bits[7]     out_bits[8]     out_bits[9]    
 1.00000000e+00  8.99180000e-01  9.00956000e-01  6.05125000e-01  1.80000000e+00  1.80000000e+00  2.70604000e-09  1.80000000e+00  2.70604000e-09  1.80000000e+00  1.80000000e+00  2.70604000e-09  2.70604000e-09  2.70604000e-09 
 2.00000000e+00  9.00057000e-01  9.00079000e-01  6.06004000e-01  1.80000000e+00  1.80000000e+00  2.70608000e-09  1.80000000e+00  2.70608000e-09  1.80000000e+00  1.80000000e+00  2.70608000e-09  2.70608000e-09  1.80000000e+00 
 3.00000000e+00  9.00953000e-01  8.99186000e-01  6.06883000e-01  1.80000000e+00  1.80000000e+00  2.70610000e-09  1.80000000e+00  2.71232000e-09  1.80000000e+00  1.80000000e+00  2.71228000e-09  2.71209000e-09  1.80000000e+00 
 4.00000000e+00  9.01826000e-01  8.98311000e-01  6.07762000e-01  1.80000000e+00  1.80000000e+00  2.70605000e-09  1.80000000e+00  2.70626000e-09  1.80000000e+00  1.80000000e+00  2.70625000e-09  2.70625000e-09  1.80000000e+00 
 5.00000000e+00  8.99183000e-01  9.00953000e-01  6.08640000e-01  1.80000000e+00  1.80000000e+00  2.70605000e-09  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00  2.70605000e-09  1.80000000e+00  2.70605000e-09 
 6.00000000e+00  9.00075000e-01  9.00060000e-01  6.09519000e-01  1.80000000e+00  1.80000000e+00  2.70606000e-09  1.80000000e+00  2.70606000e-09  1.80000000e+00  1.80000000e+00  2.70606000e-09  1.80000000e+00  1.80000000e+00 
 7.00000000e+00  9.00952000e-01  8.99184000e-01  6.10398000e-01  1.80000000e+00  1.80000000e+00  2.70611000e-09  1.80000000e+00  2.71202000e-09  1.80000000e+00  1.80000000e+00  2.71202000e-09  1.80000000e+00  1.80000000e+00 
 8.00000000e+00  8.98311000e-01  9.01826000e-01  6.11277000e-01  1.80000000e+00  1.80000000e+00  2.70605000e-09  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.70604000e-09  2.70605000e-09 
