 def_scale       vsampled_p      vsampled_n      in_diff_v       out_bits[0]     out_bits[1]     out_bits[2]     out_bits[3]     out_bits[4]     out_bits[5]     out_bits[6]     out_bits[7]     out_bits[8]     out_bits[9]    
 1.00000000e+00  8.98880000e-01  9.01212000e-01  2.53563000e-01  1.80000000e+00  2.70604000e-09  1.80000000e+00  2.70604000e-09  2.70604000e-09  1.80000000e+00  2.70604000e-09  2.70604000e-09  2.70604000e-09  2.70605000e-09 
 2.00000000e+00  8.99757000e-01  9.00335000e-01  2.54442000e-01  1.80000000e+00  2.70604000e-09  1.80000000e+00  2.70604000e-09  2.70604000e-09  1.80000000e+00  2.70604000e-09  2.70604000e-09  2.70604000e-09  2.70604000e-09 
 3.00000000e+00  9.00649000e-01  8.99443000e-01  2.55321000e-01  1.80000000e+00  2.70606000e-09  1.80000000e+00  2.70607000e-09  2.70607000e-09  1.80000000e+00  2.70607000e-09  2.70607000e-09  2.70606000e-09  1.80000000e+00 
 4.00000000e+00  9.01527000e-01  8.98567000e-01  2.56200000e-01  1.80000000e+00  2.70604000e-09  1.80000000e+00  2.70604000e-09  2.70604000e-09  1.80000000e+00  2.70604000e-09  2.70604000e-09  2.70604000e-09  1.80000000e+00 
 5.00000000e+00  8.98885000e-01  9.01205000e-01  2.57078000e-01  1.80000000e+00  2.70604000e-09  1.80000000e+00  2.70604000e-09  2.70604000e-09  1.80000000e+00  2.70604000e-09  2.70604000e-09  1.80000000e+00  2.70604000e-09 
 6.00000000e+00  8.99759000e-01  9.00334000e-01  2.57957000e-01  1.80000000e+00  2.70606000e-09  1.80000000e+00  2.70607000e-09  2.70607000e-09  1.80000000e+00  2.70607000e-09  2.70607000e-09  1.80000000e+00  1.80000000e+00 
 7.00000000e+00  9.00652000e-01  8.99442000e-01  2.58836000e-01  1.80000000e+00  2.70604000e-09  1.80000000e+00  2.70604000e-09  2.70604000e-09  1.80000000e+00  2.70604000e-09  2.70604000e-09  1.80000000e+00  1.80000000e+00 
 8.00000000e+00  9.01528000e-01  8.98566000e-01  2.59715000e-01  1.80000000e+00  2.70604000e-09  1.80000000e+00  2.70604000e-09  2.70604000e-09  1.80000000e+00  2.70604000e-09  2.70604000e-09  1.80000000e+00  1.80000000e+00 
