 def_scale       vsampled_p      vsampled_n      in_diff_v       out_bits[0]     out_bits[1]     out_bits[2]     out_bits[3]     out_bits[4]     out_bits[5]     out_bits[6]     out_bits[7]     out_bits[8]     out_bits[9]    
 1.00000000e+00  8.99253000e-01  9.00886000e-01  6.82468000e-01  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.70604000e-09  2.70604000e-09  2.70604000e-09  2.70604000e-09  1.80000000e+00  2.70604000e-09  2.70605000e-09 
 2.00000000e+00  9.00146000e-01  8.99994000e-01  6.83347000e-01  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.70604000e-09  2.70605000e-09  2.70604000e-09  2.70604000e-09  1.80000000e+00  2.70605000e-09  2.70605000e-09 
 3.00000000e+00  9.01023000e-01  8.99117000e-01  6.84226000e-01  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.70611000e-09  2.70611000e-09  2.70611000e-09  2.70610000e-09  1.80000000e+00  2.70611000e-09  1.80000000e+00 
 4.00000000e+00  9.01900000e-01  8.98240000e-01  6.85105000e-01  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.70604000e-09  2.70604000e-09  2.70604000e-09  2.70604000e-09  1.80000000e+00  2.70604000e-09  1.80000000e+00 
 5.00000000e+00  8.99265000e-01  9.00881000e-01  6.85984000e-01  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.70604000e-09  2.70604000e-09  2.70604000e-09  2.70604000e-09  1.80000000e+00  1.80000000e+00  2.70605000e-09 
 6.00000000e+00  9.00134000e-01  9.00005000e-01  6.86863000e-01  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.70604000e-09  2.70604000e-09  2.70604000e-09  2.70605000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00 
 7.00000000e+00  9.01026000e-01  8.99113000e-01  6.87742000e-01  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.70605000e-09  2.70605000e-09  2.70605000e-09  2.70605000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00 
 8.00000000e+00  9.01903000e-01  8.98236000e-01  6.88621000e-01  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.70604000e-09  2.70604000e-09  2.70604000e-09  2.70604000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00 
