 def_scale       vsampled_p      vsampled_n      in_diff_v       out_bits[0]     out_bits[1]     out_bits[2]     out_bits[3]     out_bits[4]     out_bits[5]     out_bits[6]     out_bits[7]     out_bits[8]     out_bits[9]    
 1.00000000e+00  8.99011000e-01  9.01110000e-01  4.15281000e-01  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00  2.70605000e-09  2.70605000e-09 
 2.00000000e+00  8.99888000e-01  9.00233000e-01  4.16160000e-01  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00  2.70605000e-09  2.70605000e-09 
 3.00000000e+00  9.00780000e-01  8.99341000e-01  4.17039000e-01  1.80000000e+00  2.70622000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.70910000e-09  1.80000000e+00  1.80000000e+00  2.70905000e-09  1.80000000e+00 
 4.00000000e+00  9.01657000e-01  8.98465000e-01  4.17918000e-01  1.80000000e+00  2.70609000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.70955000e-09  1.80000000e+00  1.80000000e+00  2.70944000e-09  1.80000000e+00 
 5.00000000e+00  8.99015000e-01  9.01108000e-01  4.18797000e-01  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.70605000e-09 
 6.00000000e+00  8.99891000e-01  9.00231000e-01  4.19676000e-01  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.70605000e-09 
 7.00000000e+00  9.00784000e-01  8.99339000e-01  4.20555000e-01  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.70627000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00 
 8.00000000e+00  8.98142000e-01  9.01981000e-01  4.21434000e-01  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.70605000e-09  2.70604000e-09  2.70604000e-09  2.70605000e-09 
