 def_scale       vsampled_p      vsampled_n      in_diff_v       out_bits[0]     out_bits[1]     out_bits[2]     out_bits[3]     out_bits[4]     out_bits[5]     out_bits[6]     out_bits[7]     out_bits[8]     out_bits[9]    
 1.00000000e+00  8.99192000e-01  9.00943000e-01  6.19187000e-01  1.80000000e+00  1.80000000e+00  2.70604000e-09  1.80000000e+00  1.80000000e+00  2.70604000e-09  2.70604000e-09  2.70604000e-09  2.70604000e-09  2.70605000e-09 
 2.00000000e+00  9.00068000e-01  9.00066000e-01  6.20066000e-01  1.80000000e+00  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00  2.70605000e-09  2.70605000e-09  2.70605000e-09  2.70605000e-09  2.70605000e-09 
 3.00000000e+00  9.00961000e-01  8.99174000e-01  6.20945000e-01  1.80000000e+00  1.80000000e+00  2.70617000e-09  1.80000000e+00  1.80000000e+00  2.70801000e-09  2.70625000e-09  2.70626000e-09  2.70626000e-09  1.80000000e+00 
 4.00000000e+00  9.01838000e-01  8.98298000e-01  6.21824000e-01  1.80000000e+00  1.80000000e+00  2.70604000e-09  1.80000000e+00  1.80000000e+00  2.70614000e-09  2.70605000e-09  2.70605000e-09  2.70605000e-09  1.80000000e+00 
 5.00000000e+00  8.99195000e-01  9.00940000e-01  6.22703000e-01  1.80000000e+00  1.80000000e+00  2.70604000e-09  1.80000000e+00  1.80000000e+00  2.70604000e-09  2.70604000e-09  2.70604000e-09  1.80000000e+00  2.70604000e-09 
 6.00000000e+00  9.00087000e-01  9.00047000e-01  6.23582000e-01  1.80000000e+00  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00  2.70605000e-09  2.70605000e-09  2.70605000e-09  1.80000000e+00  2.70605000e-09 
 7.00000000e+00  9.00964000e-01  8.99170000e-01  6.24461000e-01  1.80000000e+00  1.80000000e+00  2.70620000e-09  1.80000000e+00  1.80000000e+00  2.70931000e-09  2.70632000e-09  2.70634000e-09  1.80000000e+00  1.80000000e+00 
 8.00000000e+00  9.01841000e-01  8.98295000e-01  6.25340000e-01  1.80000000e+00  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00  2.70616000e-09  2.70605000e-09  2.70605000e-09  1.80000000e+00  1.80000000e+00 
