 def_scale       vsampled_p      vsampled_n      in_diff_v       out_bits[0]     out_bits[1]     out_bits[2]     out_bits[3]     out_bits[4]     out_bits[5]     out_bits[6]     out_bits[7]     out_bits[8]     out_bits[9]    
 1.00000000e+00  8.99198000e-01  9.00936000e-01  6.26219000e-01  1.80000000e+00  1.80000000e+00  2.70604000e-09  1.80000000e+00  1.80000000e+00  2.70604000e-09  2.70604000e-09  1.80000000e+00  2.70604000e-09  2.70605000e-09 
 2.00000000e+00  9.00089000e-01  9.00045000e-01  6.27097000e-01  1.80000000e+00  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00  2.70605000e-09  2.70605000e-09  1.80000000e+00  2.70605000e-09  2.70605000e-09 
 3.00000000e+00  9.00959000e-01  8.99162000e-01  6.27976000e-01  1.80000000e+00  1.80000000e+00  2.70612000e-09  1.80000000e+00  1.80000000e+00  2.70657000e-09  2.70614000e-09  1.80000000e+00  2.70616000e-09  1.80000000e+00 
 4.00000000e+00  9.01845000e-01  8.98292000e-01  6.28855000e-01  1.80000000e+00  1.80000000e+00  2.70604000e-09  1.80000000e+00  1.80000000e+00  2.70614000e-09  2.70605000e-09  1.80000000e+00  2.70605000e-09  1.80000000e+00 
 5.00000000e+00  8.99200000e-01  9.00933000e-01  6.29734000e-01  1.80000000e+00  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00  2.70604000e-09  2.70604000e-09  1.80000000e+00  1.80000000e+00  2.70605000e-09 
 6.00000000e+00  9.00077000e-01  9.00056000e-01  6.30613000e-01  1.80000000e+00  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00  2.70605000e-09  2.70605000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00 
 7.00000000e+00  9.00970000e-01  8.99164000e-01  6.31492000e-01  1.80000000e+00  1.80000000e+00  2.70616000e-09  1.80000000e+00  1.80000000e+00  2.70675000e-09  2.70623000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00 
 8.00000000e+00  9.01847000e-01  8.98288000e-01  6.32371000e-01  1.80000000e+00  1.80000000e+00  2.70604000e-09  1.80000000e+00  1.80000000e+00  2.70615000e-09  2.70615000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00 
