 def_scale       vsampled_p      vsampled_n      in_diff_v       out_bits[0]     out_bits[1]     out_bits[2]     out_bits[3]     out_bits[4]     out_bits[5]     out_bits[6]     out_bits[7]     out_bits[8]     out_bits[9]    
 1.00000000e+00  8.98897000e-01  9.01200000e-01  2.74657000e-01  1.80000000e+00  2.70605000e-09  1.80000000e+00  2.70605000e-09  2.70605000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.70605000e-09  2.70605000e-09 
 2.00000000e+00  8.99788000e-01  9.00308000e-01  2.75535000e-01  1.80000000e+00  2.70605000e-09  1.80000000e+00  2.70605000e-09  2.70605000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.70624000e-09  1.80000000e+00 
 3.00000000e+00  9.00665000e-01  8.99432000e-01  2.76414000e-01  1.80000000e+00  2.70605000e-09  1.80000000e+00  2.70605000e-09  2.70605000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.70606000e-09  1.80000000e+00 
 4.00000000e+00  9.01542000e-01  8.98556000e-01  2.77293000e-01  1.80000000e+00  2.70612000e-09  1.80000000e+00  2.70614000e-09  2.70613000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.71148000e-09  1.80000000e+00 
 5.00000000e+00  8.98899000e-01  9.01198000e-01  2.78172000e-01  1.80000000e+00  2.70604000e-09  1.80000000e+00  2.70604000e-09  2.70604000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  2.70605000e-09 
 6.00000000e+00  8.99791000e-01  9.00306000e-01  2.79051000e-01  1.80000000e+00  2.70605000e-09  1.80000000e+00  2.70605000e-09  2.70605000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00 
 7.00000000e+00  9.00668000e-01  8.99429000e-01  2.79930000e-01  1.80000000e+00  2.70604000e-09  1.80000000e+00  2.70604000e-09  2.70604000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00 
 8.00000000e+00  9.01545000e-01  8.98553000e-01  2.80809000e-01  1.80000000e+00  2.70604000e-09  1.80000000e+00  2.70604000e-09  2.70604000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00 
