 def_scale       vsampled_p      vsampled_n      in_diff_v       out_bits[0]     out_bits[1]     out_bits[2]     out_bits[3]     out_bits[4]     out_bits[5]     out_bits[6]     out_bits[7]     out_bits[8]     out_bits[9]    
 1.00000000e+00  8.99125000e-01  9.01010000e-01  5.41844000e-01  1.80000000e+00  1.80000000e+00  2.70604000e-09  2.70604000e-09  1.80000000e+00  1.80000000e+00  2.70604000e-09  1.80000000e+00  2.70604000e-09  2.70604000e-09 
 2.00000000e+00  9.00002000e-01  9.00133000e-01  5.42723000e-01  1.80000000e+00  1.80000000e+00  2.70605000e-09  2.70605000e-09  1.80000000e+00  1.80000000e+00  2.70605000e-09  1.80000000e+00  2.70604000e-09  2.70605000e-09 
 3.00000000e+00  9.00893000e-01  8.99241000e-01  5.43601000e-01  1.80000000e+00  1.80000000e+00  2.70604000e-09  2.70604000e-09  1.80000000e+00  1.80000000e+00  2.70604000e-09  1.80000000e+00  2.70604000e-09  1.80000000e+00 
 4.00000000e+00  9.01770000e-01  8.98365000e-01  5.44480000e-01  1.80000000e+00  1.80000000e+00  2.70604000e-09  2.70604000e-09  1.80000000e+00  1.80000000e+00  2.70604000e-09  1.80000000e+00  2.70604000e-09  1.80000000e+00 
 5.00000000e+00  8.99128000e-01  9.01007000e-01  5.45359000e-01  1.80000000e+00  1.80000000e+00  2.70604000e-09  2.70604000e-09  1.80000000e+00  1.80000000e+00  2.70604000e-09  1.80000000e+00  1.80000000e+00  2.70605000e-09 
 6.00000000e+00  9.00005000e-01  9.00130000e-01  5.46238000e-01  1.80000000e+00  1.80000000e+00  2.70605000e-09  2.70604000e-09  1.80000000e+00  1.80000000e+00  2.70604000e-09  1.80000000e+00  1.80000000e+00  2.70605000e-09 
 7.00000000e+00  9.00897000e-01  8.99238000e-01  5.47117000e-01  1.80000000e+00  1.80000000e+00  2.70604000e-09  2.70604000e-09  1.80000000e+00  1.80000000e+00  2.70604000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00 
 8.00000000e+00  9.01774000e-01  8.98362000e-01  5.47996000e-01  1.80000000e+00  1.80000000e+00  2.70605000e-09  2.70605000e-09  1.80000000e+00  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00  1.80000000e+00 
