 def_scale       vsampled_p      vsampled_n      in_diff_v       out_bits[0]     out_bits[1]     out_bits[2]     out_bits[3]     out_bits[4]     out_bits[5]     out_bits[6]     out_bits[7]     out_bits[8]     out_bits[9]    
 1.00000000e+00  8.98741000e-01  9.01309000e-01  5.66881000e-02  1.80000000e+00  2.70604000e-09  2.70604000e-09  2.70604000e-09  1.80000000e+00  2.70604000e-09  2.70604000e-09  2.70604000e-09  2.70604000e-09  2.70605000e-09 
 2.00000000e+00  8.99618000e-01  9.00433000e-01  5.75670000e-02  1.80000000e+00  2.70604000e-09  2.70604000e-09  2.70604000e-09  1.80000000e+00  2.70604000e-09  2.70604000e-09  2.70604000e-09  2.70604000e-09  2.70604000e-09 
 3.00000000e+00  9.00510000e-01  8.99541000e-01  5.84459000e-02  1.80000000e+00  2.70610000e-09  2.70610000e-09  2.70611000e-09  1.80000000e+00  2.70611000e-09  2.70611000e-09  2.70611000e-09  2.70612000e-09  1.80000000e+00 
 4.00000000e+00  9.01387000e-01  8.98665000e-01  5.93248000e-02  1.80000000e+00  2.70605000e-09  2.70605000e-09  2.70605000e-09  1.80000000e+00  2.70605000e-09  2.70605000e-09  2.70605000e-09  2.70605000e-09  1.80000000e+00 
 5.00000000e+00  8.98744000e-01  9.01307000e-01  6.02037000e-02  1.80000000e+00  2.70604000e-09  2.70604000e-09  2.70604000e-09  1.80000000e+00  2.70604000e-09  2.70604000e-09  2.70604000e-09  1.80000000e+00  2.70604000e-09 
 6.00000000e+00  8.99617000e-01  9.00427000e-01  6.10826000e-02  1.80000000e+00  2.70604000e-09  2.70604000e-09  2.70604000e-09  1.80000000e+00  2.70604000e-09  2.70604000e-09  2.70604000e-09  1.80000000e+00  2.70604000e-09 
 7.00000000e+00  9.00512000e-01  8.99539000e-01  6.19615000e-02  1.80000000e+00  2.70615000e-09  2.70616000e-09  2.70619000e-09  1.80000000e+00  2.70619000e-09  2.70619000e-09  2.70621000e-09  1.80000000e+00  1.80000000e+00 
 8.00000000e+00  9.01389000e-01  8.98663000e-01  6.28404000e-02  1.80000000e+00  2.70604000e-09  2.70605000e-09  2.70604000e-09  1.80000000e+00  2.70604000e-09  2.70605000e-09  2.70605000e-09  1.80000000e+00  1.80000000e+00 
