 def_scale       vsampled_p      vsampled_n      in_diff_v       out_bits[0]     out_bits[1]     out_bits[2]     out_bits[3]     out_bits[4]     out_bits[5]     out_bits[6]     out_bits[7]     out_bits[8]     out_bits[9]    
 1.00000000e+00  8.99204000e-01  9.00930000e-01  6.33250000e-01  1.80000000e+00  1.80000000e+00  2.70604000e-09  1.80000000e+00  1.80000000e+00  2.70605000e-09  1.80000000e+00  2.70604000e-09  2.70604000e-09  2.70605000e-09 
 2.00000000e+00  9.00080000e-01  9.00053000e-01  6.34129000e-01  1.80000000e+00  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00  2.70605000e-09  1.80000000e+00  2.70605000e-09  2.70605000e-09  1.80000000e+00 
 3.00000000e+00  9.00973000e-01  8.99161000e-01  6.35008000e-01  1.80000000e+00  1.80000000e+00  2.70615000e-09  1.80000000e+00  1.80000000e+00  2.70834000e-09  1.80000000e+00  2.70833000e-09  2.70829000e-09  1.80000000e+00 
 4.00000000e+00  9.01849000e-01  8.98286000e-01  6.35886000e-01  1.80000000e+00  1.80000000e+00  2.70604000e-09  1.80000000e+00  1.80000000e+00  2.70625000e-09  1.80000000e+00  2.70625000e-09  2.70624000e-09  1.80000000e+00 
 5.00000000e+00  8.99206000e-01  9.00927000e-01  6.36765000e-01  1.80000000e+00  1.80000000e+00  2.70604000e-09  1.80000000e+00  1.80000000e+00  2.70604000e-09  1.80000000e+00  2.70604000e-09  1.80000000e+00  2.70604000e-09 
 6.00000000e+00  9.00098000e-01  9.00035000e-01  6.37644000e-01  1.80000000e+00  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00  2.70605000e-09  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00 
 7.00000000e+00  9.00983000e-01  8.99160000e-01  6.38523000e-01  1.80000000e+00  1.80000000e+00  2.70620000e-09  1.80000000e+00  1.80000000e+00  2.70920000e-09  1.80000000e+00  2.70920000e-09  1.80000000e+00  1.80000000e+00 
 8.00000000e+00  8.98340000e-01  9.01803000e-01  6.39402000e-01  1.80000000e+00  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00  2.70605000e-09  1.80000000e+00  1.80000000e+00  2.70604000e-09  2.70605000e-09 
